station_id,capacity,hour,day_of_week,is_weekend,is_peak_hour,avg_temp,avg_humidity,max_barometric_pressure_hpa,num_bikes_available
45,30,10,2,0,0,5.8309999999999995,97.7,1013.02,8
47,40,10,2,0,0,5.8309999999999995,97.7,1013.02,14
48,40,10,2,0,0,5.8309999999999995,97.7,1013.02,10
49,40,10,2,0,0,5.8309999999999995,97.7,1013.02,25
52,32,10,2,0,0,5.8309999999999995,97.7,1013.02,22
53,40,10,2,0,0,5.8309999999999995,97.7,1013.02,14
54,33,10,2,0,0,5.8309999999999995,97.7,1013.02,1
55,36,10,2,0,0,5.8309999999999995,97.7,1013.02,16
57,23,10,2,0,0,5.8309999999999995,97.7,1013.02,8
58,40,10,2,0,0,5.8309999999999995,97.7,1013.02,39
59,20,10,2,0,0,5.8309999999999995,97.7,1013.02,4
6,20,10,2,0,0,5.8309999999999995,97.7,1013.02,0
60,30,10,2,0,0,5.8309999999999995,97.7,1013.02,1
62,40,10,2,0,0,5.8309999999999995,97.7,1013.02,39
63,35,10,2,0,0,5.8309999999999995,97.7,1013.02,18
64,40,10,2,0,0,5.8309999999999995,97.7,1013.02,21
66,40,10,2,0,0,5.8309999999999995,97.7,1013.02,31
67,40,10,2,0,0,5.8309999999999995,97.7,1013.02,5
68,40,10,2,0,0,5.8309999999999995,97.7,1013.02,29
69,40,10,2,0,0,5.8309999999999995,97.7,1013.02,30
7,29,10,2,0,0,5.8309999999999995,97.7,1013.02,1
71,40,10,2,0,0,5.8309999999999995,97.7,1013.02,10
72,31,10,2,0,0,5.8309999999999995,97.7,1013.02,0
73,30,10,2,0,0,5.8309999999999995,97.7,1013.02,1
74,30,10,2,0,0,5.8309999999999995,97.7,1013.02,1
75,40,10,2,0,0,5.8309999999999995,97.7,1013.02,11
76,38,10,2,0,0,5.8309999999999995,97.7,1013.02,5
77,29,10,2,0,0,5.8309999999999995,97.7,1013.02,26
78,40,10,2,0,0,5.8309999999999995,97.7,1013.02,5
8,30,10,2,0,0,5.8309999999999995,97.7,1013.02,3
83,40,10,2,0,0,5.8309999999999995,97.7,1013.02,6
84,30,10,2,0,0,5.8309999999999995,97.7,1013.02,20
87,38,10,2,0,0,5.8309999999999995,97.7,1013.02,1
88,30,10,2,0,0,5.8309999999999995,97.7,1013.02,7
9,24,10,2,0,0,5.8309999999999995,97.7,1013.02,17
91,30,10,2,0,0,5.8309999999999995,97.7,1013.02,6
92,40,10,2,0,0,5.8309999999999995,97.7,1013.02,1
93,40,10,2,0,0,5.8309999999999995,97.7,1013.02,0
94,40,10,2,0,0,5.8309999999999995,97.7,1013.02,1
95,40,10,2,0,0,5.8309999999999995,97.7,1013.02,18
96,30,10,2,0,0,5.8309999999999995,97.7,1013.02,0
97,40,10,2,0,0,5.8309999999999995,97.7,1013.02,17
99,30,10,2,0,0,5.8309999999999995,97.7,1013.02,30
1,31,11,2,0,0,6.291499999999999,97.15,1012.88,26
100,25,11,2,0,0,6.291499999999999,97.15,1012.88,1
102,40,11,2,0,0,6.291499999999999,97.15,1012.88,12
103,40,11,2,0,0,6.291499999999999,97.15,1012.88,4
105,36,11,2,0,0,6.291499999999999,97.15,1012.88,0
106,40,11,2,0,0,6.291499999999999,97.15,1012.88,7
107,40,11,2,0,0,6.291499999999999,97.15,1012.88,5
108,35,11,2,0,0,6.291499999999999,97.15,1012.88,0
109,29,11,2,0,0,6.291499999999999,97.15,1012.88,14
110,40,11,2,0,0,6.291499999999999,97.15,1012.88,0
112,30,11,2,0,0,6.291499999999999,97.15,1012.88,10
113,40,11,2,0,0,6.291499999999999,97.15,1012.88,25
114,40,11,2,0,0,6.291499999999999,97.15,1012.88,23
115,30,11,2,0,0,6.291499999999999,97.15,1012.88,7
116,30,11,2,0,0,6.291499999999999,97.15,1012.88,0
117,40,11,2,0,0,6.291499999999999,97.15,1012.88,29
12,20,11,2,0,0,6.291499999999999,97.15,1012.88,0
13,30,11,2,0,0,6.291499999999999,97.15,1012.88,16
14,30,11,2,0,0,6.291499999999999,97.15,1012.88,24
17,20,11,2,0,0,6.291499999999999,97.15,1012.88,0
18,30,11,2,0,0,6.291499999999999,97.15,1012.88,3
19,30,11,2,0,0,6.291499999999999,97.15,1012.88,30
20,30,11,2,0,0,6.291499999999999,97.15,1012.88,16
21,30,11,2,0,0,6.291499999999999,97.15,1012.88,23
22,20,11,2,0,0,6.291499999999999,97.15,1012.88,0
23,30,11,2,0,0,6.291499999999999,97.15,1012.88,28
24,20,11,2,0,0,6.291499999999999,97.15,1012.88,12
25,30,11,2,0,0,6.291499999999999,97.15,1012.88,29
26,20,11,2,0,0,6.291499999999999,97.15,1012.88,13
27,20,11,2,0,0,6.291499999999999,97.15,1012.88,10
28,30,11,2,0,0,6.291499999999999,97.15,1012.88,16
3,20,11,2,0,0,6.291499999999999,97.15,1012.88,8
30,20,11,2,0,0,6.291499999999999,97.15,1012.88,10
31,20,11,2,0,0,6.291499999999999,97.15,1012.88,1
32,30,11,2,0,0,6.291499999999999,97.15,1012.88,28
33,23,11,2,0,0,6.291499999999999,97.15,1012.88,23
34,30,11,2,0,0,6.291499999999999,97.15,1012.88,5
35,30,11,2,0,0,6.291499999999999,97.15,1012.88,15
38,40,11,2,0,0,6.291499999999999,97.15,1012.88,24
39,20,11,2,0,0,6.291499999999999,97.15,1012.88,1
4,20,11,2,0,0,6.291499999999999,97.15,1012.88,16
40,21,11,2,0,0,6.291499999999999,97.15,1012.88,21
42,30,11,2,0,0,6.291499999999999,97.15,1012.88,10
44,30,11,2,0,0,6.291499999999999,97.15,1012.88,0
45,30,11,2,0,0,6.291499999999999,97.15,1012.88,7
47,40,11,2,0,0,6.291499999999999,97.15,1012.88,14
48,40,11,2,0,0,6.291499999999999,97.15,1012.88,10
49,40,11,2,0,0,6.291499999999999,97.15,1012.88,26
52,32,11,2,0,0,6.291499999999999,97.15,1012.88,22
53,40,11,2,0,0,6.291499999999999,97.15,1012.88,14
54,33,11,2,0,0,6.291499999999999,97.15,1012.88,1
55,36,11,2,0,0,6.291499999999999,97.15,1012.88,15
57,23,11,2,0,0,6.291499999999999,97.15,1012.88,8
59,20,11,2,0,0,6.291499999999999,97.15,1012.88,3
6,20,11,2,0,0,6.291499999999999,97.15,1012.88,0
60,30,11,2,0,0,6.291499999999999,97.15,1012.88,0
62,40,11,2,0,0,6.291499999999999,97.15,1012.88,39
63,35,11,2,0,0,6.291499999999999,97.15,1012.88,18
64,40,11,2,0,0,6.291499999999999,97.15,1012.88,20
66,40,11,2,0,0,6.291499999999999,97.15,1012.88,30
67,40,11,2,0,0,6.291499999999999,97.15,1012.88,4
68,40,11,2,0,0,6.291499999999999,97.15,1012.88,31
69,40,11,2,0,0,6.291499999999999,97.15,1012.88,31
7,29,11,2,0,0,6.291499999999999,97.15,1012.88,0
71,40,11,2,0,0,6.291499999999999,97.15,1012.88,11
72,31,11,2,0,0,6.291499999999999,97.15,1012.88,0
73,30,11,2,0,0,6.291499999999999,97.15,1012.88,2
74,30,11,2,0,0,6.291499999999999,97.15,1012.88,1
75,40,11,2,0,0,6.291499999999999,97.15,1012.88,10
76,38,11,2,0,0,6.291499999999999,97.15,1012.88,5
77,29,11,2,0,0,6.291499999999999,97.15,1012.88,28
78,40,11,2,0,0,6.291499999999999,97.15,1012.88,3
8,30,11,2,0,0,6.291499999999999,97.15,1012.88,0
83,40,11,2,0,0,6.291499999999999,97.15,1012.88,6
84,30,11,2,0,0,6.291499999999999,97.15,1012.88,19
87,38,11,2,0,0,6.291499999999999,97.15,1012.88,1
88,30,11,2,0,0,6.291499999999999,97.15,1012.88,8
9,24,11,2,0,0,6.291499999999999,97.15,1012.88,18
91,30,11,2,0,0,6.291499999999999,97.15,1012.88,7
92,40,11,2,0,0,6.291499999999999,97.15,1012.88,1
93,40,11,2,0,0,6.291499999999999,97.15,1012.88,0
94,40,11,2,0,0,6.291499999999999,97.15,1012.88,1
95,40,11,2,0,0,6.291499999999999,97.15,1012.88,18
96,30,11,2,0,0,6.291499999999999,97.15,1012.88,0
97,40,11,2,0,0,6.291499999999999,97.15,1012.88,17
102,40,11,2,0,0,6.897,96.94999999999999,1012.74,12
103,40,11,2,0,0,6.897,96.94999999999999,1012.74,3
105,36,11,2,0,0,6.897,96.94999999999999,1012.74,0
106,40,11,2,0,0,6.897,96.94999999999999,1012.74,7
107,40,11,2,0,0,6.897,96.94999999999999,1012.74,5
108,35,11,2,0,0,6.897,96.94999999999999,1012.74,0
109,29,11,2,0,0,6.897,96.94999999999999,1012.74,13
11,30,11,2,0,0,6.897,96.94999999999999,1012.74,22
110,40,11,2,0,0,6.897,96.94999999999999,1012.74,8
112,30,11,2,0,0,6.897,96.94999999999999,1012.74,10
113,40,11,2,0,0,6.897,96.94999999999999,1012.74,25
114,40,11,2,0,0,6.897,96.94999999999999,1012.74,24
115,30,11,2,0,0,6.897,96.94999999999999,1012.74,6
116,30,11,2,0,0,6.897,96.94999999999999,1012.74,0
117,40,11,2,0,0,6.897,96.94999999999999,1012.74,29
12,20,11,2,0,0,6.897,96.94999999999999,1012.74,0
13,30,11,2,0,0,6.897,96.94999999999999,1012.74,16
14,30,11,2,0,0,6.897,96.94999999999999,1012.74,26
17,20,11,2,0,0,6.897,96.94999999999999,1012.74,0
18,30,11,2,0,0,6.897,96.94999999999999,1012.74,0
19,30,11,2,0,0,6.897,96.94999999999999,1012.74,30
20,30,11,2,0,0,6.897,96.94999999999999,1012.74,14
21,30,11,2,0,0,6.897,96.94999999999999,1012.74,22
22,20,11,2,0,0,6.897,96.94999999999999,1012.74,1
23,30,11,2,0,0,6.897,96.94999999999999,1012.74,29
24,20,11,2,0,0,6.897,96.94999999999999,1012.74,12
25,30,11,2,0,0,6.897,96.94999999999999,1012.74,29
26,20,11,2,0,0,6.897,96.94999999999999,1012.74,13
27,20,11,2,0,0,6.897,96.94999999999999,1012.74,11
28,30,11,2,0,0,6.897,96.94999999999999,1012.74,15
29,29,11,2,0,0,6.897,96.94999999999999,1012.74,14
3,20,11,2,0,0,6.897,96.94999999999999,1012.74,7
30,20,11,2,0,0,6.897,96.94999999999999,1012.74,10
31,20,11,2,0,0,6.897,96.94999999999999,1012.74,3
32,30,11,2,0,0,6.897,96.94999999999999,1012.74,30
33,23,11,2,0,0,6.897,96.94999999999999,1012.74,13
34,30,11,2,0,0,6.897,96.94999999999999,1012.74,11
35,30,11,2,0,0,6.897,96.94999999999999,1012.74,16
36,40,11,2,0,0,6.897,96.94999999999999,1012.74,37
37,30,11,2,0,0,6.897,96.94999999999999,1012.74,8
38,40,11,2,0,0,6.897,96.94999999999999,1012.74,24
39,20,11,2,0,0,6.897,96.94999999999999,1012.74,1
40,21,11,2,0,0,6.897,96.94999999999999,1012.74,21
42,30,11,2,0,0,6.897,96.94999999999999,1012.74,11
44,30,11,2,0,0,6.897,96.94999999999999,1012.74,0
45,30,11,2,0,0,6.897,96.94999999999999,1012.74,7
47,40,11,2,0,0,6.897,96.94999999999999,1012.74,15
48,40,11,2,0,0,6.897,96.94999999999999,1012.74,11
49,40,11,2,0,0,6.897,96.94999999999999,1012.74,26
50,40,11,2,0,0,6.897,96.94999999999999,1012.74,1
52,32,11,2,0,0,6.897,96.94999999999999,1012.74,21
53,40,11,2,0,0,6.897,96.94999999999999,1012.74,14
54,33,11,2,0,0,6.897,96.94999999999999,1012.74,1
55,36,11,2,0,0,6.897,96.94999999999999,1012.74,16
56,40,11,2,0,0,6.897,96.94999999999999,1012.74,24
57,23,11,2,0,0,6.897,96.94999999999999,1012.74,8
58,40,11,2,0,0,6.897,96.94999999999999,1012.74,39
59,20,11,2,0,0,6.897,96.94999999999999,1012.74,3
6,20,11,2,0,0,6.897,96.94999999999999,1012.74,0
60,30,11,2,0,0,6.897,96.94999999999999,1012.74,0
62,40,11,2,0,0,6.897,96.94999999999999,1012.74,38
63,35,11,2,0,0,6.897,96.94999999999999,1012.74,18
64,40,11,2,0,0,6.897,96.94999999999999,1012.74,19
66,40,11,2,0,0,6.897,96.94999999999999,1012.74,30
67,40,11,2,0,0,6.897,96.94999999999999,1012.74,4
68,40,11,2,0,0,6.897,96.94999999999999,1012.74,31
69,40,11,2,0,0,6.897,96.94999999999999,1012.74,29
7,29,11,2,0,0,6.897,96.94999999999999,1012.74,0
71,40,11,2,0,0,6.897,96.94999999999999,1012.74,12
72,31,11,2,0,0,6.897,96.94999999999999,1012.74,0
73,30,11,2,0,0,6.897,96.94999999999999,1012.74,1
74,30,11,2,0,0,6.897,96.94999999999999,1012.74,1
75,40,11,2,0,0,6.897,96.94999999999999,1012.74,10
76,38,11,2,0,0,6.897,96.94999999999999,1012.74,5
77,29,11,2,0,0,6.897,96.94999999999999,1012.74,27
78,40,11,2,0,0,6.897,96.94999999999999,1012.74,3
8,30,11,2,0,0,6.897,96.94999999999999,1012.74,0
83,40,11,2,0,0,6.897,96.94999999999999,1012.74,6
84,30,11,2,0,0,6.897,96.94999999999999,1012.74,19
87,38,11,2,0,0,6.897,96.94999999999999,1012.74,1
88,30,11,2,0,0,6.897,96.94999999999999,1012.74,8
89,40,11,2,0,0,6.897,96.94999999999999,1012.74,7
9,24,11,2,0,0,6.897,96.94999999999999,1012.74,19
90,40,11,2,0,0,6.897,96.94999999999999,1012.74,38
92,40,11,2,0,0,6.897,96.94999999999999,1012.74,1
93,40,11,2,0,0,6.897,96.94999999999999,1012.74,0
94,40,11,2,0,0,6.897,96.94999999999999,1012.74,1
95,40,11,2,0,0,6.897,96.94999999999999,1012.74,17
96,30,11,2,0,0,6.897,96.94999999999999,1012.74,0
97,40,11,2,0,0,6.897,96.94999999999999,1012.74,17
1,31,11,2,0,0,7.433,97.15,1012.45,26
10,16,11,2,0,0,7.433,97.15,1012.45,14
100,25,11,2,0,0,7.433,97.15,1012.45,1
101,30,11,2,0,0,7.433,97.15,1012.45,3
102,40,11,2,0,0,7.433,97.15,1012.45,12
103,40,11,2,0,0,7.433,97.15,1012.45,3
105,36,11,2,0,0,7.433,97.15,1012.45,0
106,40,11,2,0,0,7.433,97.15,1012.45,7
107,40,11,2,0,0,7.433,97.15,1012.45,5
108,35,11,2,0,0,7.433,97.15,1012.45,0
109,29,11,2,0,0,7.433,97.15,1012.45,14
11,30,11,2,0,0,7.433,97.15,1012.45,23
110,40,11,2,0,0,7.433,97.15,1012.45,18
112,30,11,2,0,0,7.433,97.15,1012.45,9
113,40,11,2,0,0,7.433,97.15,1012.45,25
114,40,11,2,0,0,7.433,97.15,1012.45,25
116,30,11,2,0,0,7.433,97.15,1012.45,0
117,40,11,2,0,0,7.433,97.15,1012.45,29
12,20,11,2,0,0,7.433,97.15,1012.45,0
13,30,11,2,0,0,7.433,97.15,1012.45,16
14,30,11,2,0,0,7.433,97.15,1012.45,26
17,20,11,2,0,0,7.433,97.15,1012.45,0
18,30,11,2,0,0,7.433,97.15,1012.45,0
19,30,11,2,0,0,7.433,97.15,1012.45,30
20,30,11,2,0,0,7.433,97.15,1012.45,15
21,30,11,2,0,0,7.433,97.15,1012.45,23
22,20,11,2,0,0,7.433,97.15,1012.45,2
23,30,11,2,0,0,7.433,97.15,1012.45,29
24,20,11,2,0,0,7.433,97.15,1012.45,12
25,30,11,2,0,0,7.433,97.15,1012.45,29
26,20,11,2,0,0,7.433,97.15,1012.45,12
27,20,11,2,0,0,7.433,97.15,1012.45,11
28,30,11,2,0,0,7.433,97.15,1012.45,14
3,20,11,2,0,0,7.433,97.15,1012.45,7
30,20,11,2,0,0,7.433,97.15,1012.45,10
32,30,11,2,0,0,7.433,97.15,1012.45,30
33,23,11,2,0,0,7.433,97.15,1012.45,14
34,30,11,2,0,0,7.433,97.15,1012.45,10
35,30,11,2,0,0,7.433,97.15,1012.45,15
36,40,11,2,0,0,7.433,97.15,1012.45,38
37,30,11,2,0,0,7.433,97.15,1012.45,8
38,40,11,2,0,0,7.433,97.15,1012.45,25
39,20,11,2,0,0,7.433,97.15,1012.45,1
40,21,11,2,0,0,7.433,97.15,1012.45,21
41,20,11,2,0,0,7.433,97.15,1012.45,0
42,30,11,2,0,0,7.433,97.15,1012.45,12
44,30,11,2,0,0,7.433,97.15,1012.45,0
45,30,11,2,0,0,7.433,97.15,1012.45,6
47,40,11,2,0,0,7.433,97.15,1012.45,16
48,40,11,2,0,0,7.433,97.15,1012.45,11
49,40,11,2,0,0,7.433,97.15,1012.45,26
52,32,11,2,0,0,7.433,97.15,1012.45,21
53,40,11,2,0,0,7.433,97.15,1012.45,14
54,33,11,2,0,0,7.433,97.15,1012.45,1
55,36,11,2,0,0,7.433,97.15,1012.45,16
56,40,11,2,0,0,7.433,97.15,1012.45,27
57,23,11,2,0,0,7.433,97.15,1012.45,8
59,20,11,2,0,0,7.433,97.15,1012.45,3
6,20,11,2,0,0,7.433,97.15,1012.45,0
60,30,11,2,0,0,7.433,97.15,1012.45,0
62,40,11,2,0,0,7.433,97.15,1012.45,38
63,35,11,2,0,0,7.433,97.15,1012.45,18
64,40,11,2,0,0,7.433,97.15,1012.45,19
65,40,11,2,0,0,7.433,97.15,1012.45,34
66,40,11,2,0,0,7.433,97.15,1012.45,30
67,40,11,2,0,0,7.433,97.15,1012.45,6
68,40,11,2,0,0,7.433,97.15,1012.45,29
69,40,11,2,0,0,7.433,97.15,1012.45,30
7,29,11,2,0,0,7.433,97.15,1012.45,0
71,40,11,2,0,0,7.433,97.15,1012.45,12
72,31,11,2,0,0,7.433,97.15,1012.45,0
73,30,11,2,0,0,7.433,97.15,1012.45,1
74,30,11,2,0,0,7.433,97.15,1012.45,0
75,40,11,2,0,0,7.433,97.15,1012.45,10
76,38,11,2,0,0,7.433,97.15,1012.45,5
77,29,11,2,0,0,7.433,97.15,1012.45,27
78,40,11,2,0,0,7.433,97.15,1012.45,3
8,30,11,2,0,0,7.433,97.15,1012.45,1
83,40,11,2,0,0,7.433,97.15,1012.45,6
84,30,11,2,0,0,7.433,97.15,1012.45,19
87,38,11,2,0,0,7.433,97.15,1012.45,1
88,30,11,2,0,0,7.433,97.15,1012.45,8
9,24,11,2,0,0,7.433,97.15,1012.45,20
92,40,11,2,0,0,7.433,97.15,1012.45,0
93,40,11,2,0,0,7.433,97.15,1012.45,0
94,40,11,2,0,0,7.433,97.15,1012.45,1
95,40,11,2,0,0,7.433,97.15,1012.45,17
96,30,11,2,0,0,7.433,97.15,1012.45,0
97,40,11,2,0,0,7.433,97.15,1012.45,21
100,25,11,2,0,0,8.311,96.45,1012.17,0
101,30,11,2,0,0,8.311,96.45,1012.17,2
102,40,11,2,0,0,8.311,96.45,1012.17,12
103,40,11,2,0,0,8.311,96.45,1012.17,3
105,36,11,2,0,0,8.311,96.45,1012.17,0
106,40,11,2,0,0,8.311,96.45,1012.17,7
107,40,11,2,0,0,8.311,96.45,1012.17,5
108,35,11,2,0,0,8.311,96.45,1012.17,6
109,29,11,2,0,0,8.311,96.45,1012.17,14
11,30,11,2,0,0,8.311,96.45,1012.17,23
110,40,11,2,0,0,8.311,96.45,1012.17,18
112,30,11,2,0,0,8.311,96.45,1012.17,7
113,40,11,2,0,0,8.311,96.45,1012.17,25
114,40,11,2,0,0,8.311,96.45,1012.17,25
115,30,11,2,0,0,8.311,96.45,1012.17,3
116,30,11,2,0,0,8.311,96.45,1012.17,0
117,40,11,2,0,0,8.311,96.45,1012.17,29
12,20,11,2,0,0,8.311,96.45,1012.17,0
13,30,11,2,0,0,8.311,96.45,1012.17,16
14,30,11,2,0,0,8.311,96.45,1012.17,26
17,20,11,2,0,0,8.311,96.45,1012.17,0
18,30,11,2,0,0,8.311,96.45,1012.17,0
19,30,11,2,0,0,8.311,96.45,1012.17,30
20,30,11,2,0,0,8.311,96.45,1012.17,15
21,30,11,2,0,0,8.311,96.45,1012.17,24
22,20,11,2,0,0,8.311,96.45,1012.17,2
23,30,11,2,0,0,8.311,96.45,1012.17,30
24,20,11,2,0,0,8.311,96.45,1012.17,12
25,30,11,2,0,0,8.311,96.45,1012.17,29
26,20,11,2,0,0,8.311,96.45,1012.17,13
27,20,11,2,0,0,8.311,96.45,1012.17,11
28,30,11,2,0,0,8.311,96.45,1012.17,14
29,29,11,2,0,0,8.311,96.45,1012.17,13
3,20,11,2,0,0,8.311,96.45,1012.17,8
30,20,11,2,0,0,8.311,96.45,1012.17,10
32,30,11,2,0,0,8.311,96.45,1012.17,30
33,23,11,2,0,0,8.311,96.45,1012.17,15
34,30,11,2,0,0,8.311,96.45,1012.17,9
35,30,11,2,0,0,8.311,96.45,1012.17,15
36,40,11,2,0,0,8.311,96.45,1012.17,37
37,30,11,2,0,0,8.311,96.45,1012.17,8
38,40,11,2,0,0,8.311,96.45,1012.17,26
39,20,11,2,0,0,8.311,96.45,1012.17,1
40,21,11,2,0,0,8.311,96.45,1012.17,21
41,20,11,2,0,0,8.311,96.45,1012.17,0
42,30,11,2,0,0,8.311,96.45,1012.17,12
44,30,11,2,0,0,8.311,96.45,1012.17,0
45,30,11,2,0,0,8.311,96.45,1012.17,6
47,40,11,2,0,0,8.311,96.45,1012.17,17
48,40,11,2,0,0,8.311,96.45,1012.17,11
49,40,11,2,0,0,8.311,96.45,1012.17,27
5,40,11,2,0,0,8.311,96.45,1012.17,8
52,32,11,2,0,0,8.311,96.45,1012.17,21
53,40,11,2,0,0,8.311,96.45,1012.17,14
54,33,11,2,0,0,8.311,96.45,1012.17,1
55,36,11,2,0,0,8.311,96.45,1012.17,16
57,23,11,2,0,0,8.311,96.45,1012.17,7
58,40,11,2,0,0,8.311,96.45,1012.17,39
59,20,11,2,0,0,8.311,96.45,1012.17,2
6,20,11,2,0,0,8.311,96.45,1012.17,0
60,30,11,2,0,0,8.311,96.45,1012.17,1
62,40,11,2,0,0,8.311,96.45,1012.17,37
63,35,11,2,0,0,8.311,96.45,1012.17,18
64,40,11,2,0,0,8.311,96.45,1012.17,20
65,40,11,2,0,0,8.311,96.45,1012.17,33
66,40,11,2,0,0,8.311,96.45,1012.17,29
68,40,11,2,0,0,8.311,96.45,1012.17,28
7,29,11,2,0,0,8.311,96.45,1012.17,0
71,40,11,2,0,0,8.311,96.45,1012.17,10
73,30,11,2,0,0,8.311,96.45,1012.17,1
74,30,11,2,0,0,8.311,96.45,1012.17,0
75,40,11,2,0,0,8.311,96.45,1012.17,10
76,38,11,2,0,0,8.311,96.45,1012.17,5
77,29,11,2,0,0,8.311,96.45,1012.17,19
78,40,11,2,0,0,8.311,96.45,1012.17,3
8,30,11,2,0,0,8.311,96.45,1012.17,1
82,22,11,2,0,0,8.311,96.45,1012.17,2
83,40,11,2,0,0,8.311,96.45,1012.17,6
84,30,11,2,0,0,8.311,96.45,1012.17,19
87,38,11,2,0,0,8.311,96.45,1012.17,1
88,30,11,2,0,0,8.311,96.45,1012.17,8
9,24,11,2,0,0,8.311,96.45,1012.17,20
92,40,11,2,0,0,8.311,96.45,1012.17,0
93,40,11,2,0,0,8.311,96.45,1012.17,0
94,40,11,2,0,0,8.311,96.45,1012.17,1
95,40,11,2,0,0,8.311,96.45,1012.17,17
96,30,11,2,0,0,8.311,96.45,1012.17,0
97,40,11,2,0,0,8.311,96.45,1012.17,19
1,31,11,2,0,0,9.455,93.75,1011.83,26
10,16,11,2,0,0,9.455,93.75,1011.83,15
100,25,11,2,0,0,9.455,93.75,1011.83,0
101,30,11,2,0,0,9.455,93.75,1011.83,3
102,40,11,2,0,0,9.455,93.75,1011.83,12
103,40,11,2,0,0,9.455,93.75,1011.83,2
105,36,11,2,0,0,9.455,93.75,1011.83,0
106,40,11,2,0,0,9.455,93.75,1011.83,7
107,40,11,2,0,0,9.455,93.75,1011.83,5
108,35,11,2,0,0,9.455,93.75,1011.83,17
109,29,11,2,0,0,9.455,93.75,1011.83,14
11,30,11,2,0,0,9.455,93.75,1011.83,22
110,40,11,2,0,0,9.455,93.75,1011.83,18
112,30,11,2,0,0,9.455,93.75,1011.83,8
113,40,11,2,0,0,9.455,93.75,1011.83,25
114,40,11,2,0,0,9.455,93.75,1011.83,25
116,30,11,2,0,0,9.455,93.75,1011.83,0
117,40,11,2,0,0,9.455,93.75,1011.83,28
12,20,11,2,0,0,9.455,93.75,1011.83,0
13,30,11,2,0,0,9.455,93.75,1011.83,16
14,30,11,2,0,0,9.455,93.75,1011.83,25
15,16,11,2,0,0,9.455,93.75,1011.83,1
17,20,11,2,0,0,9.455,93.75,1011.83,0
18,30,11,2,0,0,9.455,93.75,1011.83,0
19,30,11,2,0,0,9.455,93.75,1011.83,29
20,30,11,2,0,0,9.455,93.75,1011.83,16
21,30,11,2,0,0,9.455,93.75,1011.83,24
22,20,11,2,0,0,9.455,93.75,1011.83,1
23,30,11,2,0,0,9.455,93.75,1011.83,30
24,20,11,2,0,0,9.455,93.75,1011.83,12
25,30,11,2,0,0,9.455,93.75,1011.83,29
26,20,11,2,0,0,9.455,93.75,1011.83,13
27,20,11,2,0,0,9.455,93.75,1011.83,12
28,30,11,2,0,0,9.455,93.75,1011.83,13
3,20,11,2,0,0,9.455,93.75,1011.83,7
30,20,11,2,0,0,9.455,93.75,1011.83,10
32,30,11,2,0,0,9.455,93.75,1011.83,28
33,23,11,2,0,0,9.455,93.75,1011.83,15
34,30,11,2,0,0,9.455,93.75,1011.83,8
35,30,11,2,0,0,9.455,93.75,1011.83,14
36,40,11,2,0,0,9.455,93.75,1011.83,38
37,30,11,2,0,0,9.455,93.75,1011.83,8
38,40,11,2,0,0,9.455,93.75,1011.83,27
39,20,11,2,0,0,9.455,93.75,1011.83,2
40,21,11,2,0,0,9.455,93.75,1011.83,11
41,20,11,2,0,0,9.455,93.75,1011.83,1
42,30,11,2,0,0,9.455,93.75,1011.83,12
44,30,11,2,0,0,9.455,93.75,1011.83,0
45,30,11,2,0,0,9.455,93.75,1011.83,6
47,40,11,2,0,0,9.455,93.75,1011.83,17
48,40,11,2,0,0,9.455,93.75,1011.83,11
49,40,11,2,0,0,9.455,93.75,1011.83,27
5,40,11,2,0,0,9.455,93.75,1011.83,7
51,40,11,2,0,0,9.455,93.75,1011.83,0
52,32,11,2,0,0,9.455,93.75,1011.83,21
53,40,11,2,0,0,9.455,93.75,1011.83,14
54,33,11,2,0,0,9.455,93.75,1011.83,1
55,36,11,2,0,0,9.455,93.75,1011.83,17
56,40,11,2,0,0,9.455,93.75,1011.83,30
57,23,11,2,0,0,9.455,93.75,1011.83,7
59,20,11,2,0,0,9.455,93.75,1011.83,2
6,20,11,2,0,0,9.455,93.75,1011.83,0
60,30,11,2,0,0,9.455,93.75,1011.83,1
61,25,11,2,0,0,9.455,93.75,1011.83,0
62,40,11,2,0,0,9.455,93.75,1011.83,28
63,35,11,2,0,0,9.455,93.75,1011.83,16
64,40,11,2,0,0,9.455,93.75,1011.83,20
66,40,11,2,0,0,9.455,93.75,1011.83,27
67,40,11,2,0,0,9.455,93.75,1011.83,4
68,40,11,2,0,0,9.455,93.75,1011.83,27
69,40,11,2,0,0,9.455,93.75,1011.83,30
7,29,11,2,0,0,9.455,93.75,1011.83,0
71,40,11,2,0,0,9.455,93.75,1011.83,10
73,30,11,2,0,0,9.455,93.75,1011.83,1
74,30,11,2,0,0,9.455,93.75,1011.83,0
75,40,11,2,0,0,9.455,93.75,1011.83,10
76,38,11,2,0,0,9.455,93.75,1011.83,4
77,29,11,2,0,0,9.455,93.75,1011.83,21
78,40,11,2,0,0,9.455,93.75,1011.83,3
8,30,11,2,0,0,9.455,93.75,1011.83,2
82,22,11,2,0,0,9.455,93.75,1011.83,2
83,40,11,2,0,0,9.455,93.75,1011.83,6
84,30,11,2,0,0,9.455,93.75,1011.83,18
85,35,11,2,0,0,9.455,93.75,1011.83,16
87,38,11,2,0,0,9.455,93.75,1011.83,2
88,30,11,2,0,0,9.455,93.75,1011.83,8
89,40,11,2,0,0,9.455,93.75,1011.83,5
